"fecha","ciudad","lluvia_mm","temp_max","viento_max","humedad_pm","presion_pm","nubosidad_pm"
2010-05-02,"Sydney",0,26,30,36,1021.9,1
2010-05-03,"Sydney",0,22.9,39,68,1024.5,6
2010-05-04,"Sydney",0,25.6,35,53,1015.6,6
2010-05-05,"Sydney",0,22.5,65,36,1011.7,2
2010-05-06,"Sydney",3.8,21.6,46,35,1018.3,2
2010-05-07,"Sydney",0,23.4,31,26,1018.2,1
2010-05-08,"Sydney",0,22.7,24,50,1019.3,1
2010-05-09,"Sydney",0,24.8,28,38,1018.1,1
2010-05-10,"Sydney",0,24.1,35,54,1015.6,1
2010-05-11,"Sydney",0,27.2,65,15,1008.7,1
2010-05-12,"Sydney",0,17.1,46,38,1017.1,1
2010-05-13,"Sydney",0,19.4,54,50,1015.8,2
2010-05-14,"Sydney",0,18.8,52,41,1015.1,1
2010-05-15,"Sydney",0,19.1,56,57,1016.2,1
2010-05-16,"Sydney",0,20.3,30,64,1018.5,6
2010-05-17,"Sydney",12.2,18.1,37,75,1016.8,7
2010-05-18,"Sydney",23.4,15.6,54,93,1017.6,8
2010-05-19,"Sydney",56,18.5,39,68,1020.5,2
2010-05-20,"Sydney",1.8,19.3,26,55,1020,7
2010-05-21,"Sydney",0,19.6,54,65,1018.1,6
2010-05-22,"Sydney",14.8,17.1,57,68,1020,3
2010-05-23,"Sydney",17,15.8,31,87,1020.9,6
2010-05-24,"Sydney",1.4,18.7,22,63,1015.7,7
2010-05-25,"Sydney",1,17.5,26,80,1006.6,7
2010-05-26,"Sydney",9.6,19.4,72,91,1005.5,8
2010-05-27,"Sydney",29,19.6,52,78,1017.9,7
2010-05-28,"Sydney",0,20,31,59,1017.1,5
2010-05-29,"Sydney",3,18,37,82,1004.9,8
2010-05-30,"Sydney",2.4,19.5,33,47,1002.4,7
2010-05-31,"Sydney",6.6,18.9,72,73,1010.5,7
2010-06-01,"Sydney",5,18,46,67,1017.9,7
2010-06-02,"Sydney",0,18.7,43,72,1019.6,6
2010-06-03,"Sydney",17,19.2,61,80,1020.1,7
2010-06-04,"Sydney",13.4,18.4,56,86,1015.6,7
2010-06-05,"Sydney",29.8,18.3,50,81,1012.1,7
2010-06-06,"Sydney",0.4,16.9,70,72,1016,7
2010-06-07,"Sydney",5.2,15,50,91,1023.3,7
2010-06-08,"Sydney",1.2,19,26,53,1018.5,4
2010-06-09,"Sydney",0,17.9,56,29,1008.5,4
2010-06-10,"Sydney",0,15.5,65,39,1017.8,1
2010-06-11,"Sydney",0,18,43,38,1016.1,1
2010-06-12,"Sydney",0,14.9,44,51,1021.8,1
2010-06-13,"Sydney",0,15.7,50,59,1029,1
2010-06-14,"Sydney",0,17.4,22,61,1032,1
2010-06-15,"Sydney",0,18.2,24,54,1028.9,1
2010-06-16,"Sydney",0,19.8,28,50,1024,2
2010-06-17,"Sydney",0.2,18.6,48,60,1009.9,4
2010-06-19,"Sydney",0,19.9,56,40,1017.4,1
2010-06-20,"Sydney",0,18.7,39,38,1023.8,1
2010-06-21,"Sydney",17,16.6,48,74,1032.5,5
2010-06-22,"Sydney",0.2,16.1,41,88,1035.9,8
2010-06-23,"Sydney",2.8,15.9,39,80,1034.2,6
2010-06-24,"Sydney",11,18.7,28,59,1027,2
2010-06-25,"Sydney",0,19.8,35,57,1020.4,7
2010-06-26,"Sydney",0.6,19.7,48,51,1016.4,2
2010-06-27,"Sydney",0,14.6,43,61,1019.1,6
2010-06-28,"Sydney",0,16.4,28,32,1017.7,1
2010-06-29,"Sydney",0,15.2,35,37,1016.9,0
2010-06-30,"Sydney",0,16.6,37,34,1018.5,2
2010-07-01,"Sydney",0,16.3,37,38,1022.7,3
2010-07-02,"Sydney",0,14,28,51,1023.5,8
2010-07-03,"Sydney",1,14.6,57,43,1026.2,2
2010-07-04,"Sydney",0,15.9,52,67,1027.1,4
2010-07-05,"Sydney",0,13.8,28,89,1024.1,8
2010-07-06,"Sydney",2.4,17,50,84,1015.3,7
2010-07-07,"Sydney",2,15.3,56,75,1022.6,6
2010-07-08,"Sydney",0.2,14.6,48,99,1025.6,7
2010-07-09,"Sydney",6,16.2,39,74,1027.8,7
2010-07-10,"Sydney",0.2,18.4,22,62,1024.9,7
2010-07-11,"Sydney",0,19.8,35,72,1019.7,7
2010-07-12,"Sydney",0,17.7,35,57,1021.1,7
2010-07-13,"Sydney",0,18.7,39,86,1014.7,7
2010-07-14,"Sydney",3.2,18.8,72,28,1008.7,1
2010-07-15,"Sydney",0,16.8,48,34,1017.2,2
2010-07-16,"Sydney",0,17.1,39,59,1024.2,1
2010-07-17,"Sydney",0,16.6,26,48,1024.7,1
2010-07-18,"Sydney",0,19.9,28,29,1017.6,1
2010-07-19,"Sydney",0,15.7,31,58,1016.1,7
2010-07-20,"Sydney",0,14.9,52,57,1021.4,3
2010-07-21,"Sydney",8.4,14.6,33,57,1024.7,5
2010-07-22,"Sydney",0,14.2,50,78,1028.3,5
2010-07-23,"Sydney",0.4,16.2,43,73,1030.4,7
2010-07-24,"Sydney",4.8,16.3,28,70,1027.5,6
2010-07-25,"Sydney",0,16.5,41,61,1027.7,5
2010-07-26,"Sydney",15.8,15.9,35,79,1032.7,7
2010-07-27,"Sydney",2.8,16.9,20,46,1032.6,7
2010-07-28,"Sydney",1.4,15.6,54,89,1024.7,8
2010-07-29,"Sydney",21.4,17.5,26,68,1015.9,7
2010-07-30,"Sydney",4,22.7,37,53,1013.5,7
2010-08-01,"Sydney",0,21.5,78,32,1013,1
2010-08-02,"Sydney",0.2,15.7,80,38,1011.8,6
2010-08-03,"Sydney",13.6,15.7,107,71,1017,4
2010-08-04,"Sydney",0,19.1,28,37,1014.9,1
2010-08-05,"Sydney",0,17.3,43,27,1015.3,3
2010-08-07,"Sydney",0,14.2,46,61,1022.2,6
2010-08-08,"Sydney",0,17.5,26,43,1019,2
2010-08-09,"Sydney",0,18.2,31,52,1020.9,3
2010-08-10,"Sydney",2.8,17.2,48,91,1013.7,8
2010-08-11,"Sydney",5.2,18.7,57,31,1003.6,3
2010-08-12,"Sydney",0,17.2,59,46,1002.5,7
2010-08-13,"Sydney",0,16,61,51,1012.1,1
2010-08-14,"Sydney",0,21.5,37,29,1009.5,0
2010-08-15,"Sydney",0,21.3,61,36,1004.1,1
2010-08-16,"Sydney",0,19.5,57,26,1010.5,1
2010-08-17,"Sydney",0,16.4,37,27,1019.9,4
2010-08-18,"Sydney",0,20.4,50,47,1011.7,5
2010-08-19,"Sydney",4,25.4,69,17,1004.5,2
2010-08-20,"Sydney",0,20,41,23,1011,1
2010-08-21,"Sydney",0,17.1,69,35,1015.6,1
2010-08-22,"Sydney",0,17.4,35,41,1020.3,4
2010-08-23,"Sydney",0,16.1,28,64,1010.8,7
2010-08-24,"Sydney",0,20.3,48,28,1007.9,2
2010-08-25,"Sydney",0,18.8,54,18,1005.1,1
2010-08-26,"Sydney",0,17.7,63,28,1000.8,4
2010-08-27,"Sydney",0,20.6,69,27,1008,2
2010-08-28,"Sydney",0,15.4,39,45,1022.5,1
2010-08-29,"Sydney",0,17.4,28,53,1025.9,1
2010-08-30,"Sydney",0,17.8,28,54,1024.3,5
2010-08-31,"Sydney",0,21.2,48,54,1019.7,3
2010-09-01,"Sydney",0,27.4,54,27,1012.4,7
2010-09-02,"Sydney",0.6,17.9,57,88,1014.7,7
2010-09-03,"Sydney",1,18.5,50,63,1023.7,8
2010-09-04,"Sydney",14.2,21.2,69,81,1006.4,8
2010-09-05,"Sydney",1,22.1,91,32,1009.9,1
2010-09-06,"Sydney",0,21,44,47,1017.3,6
2010-09-07,"Sydney",0,15.4,50,65,1023.6,3
2010-09-08,"Sydney",0,16.3,31,66,1023.9,1
2010-09-09,"Sydney",0,19.6,43,45,1010.7,8
2010-09-10,"Sydney",2.8,24.5,72,44,1001.5,7
2010-09-11,"Sydney",0,18.7,35,39,1017.2,1
2010-09-12,"Sydney",0,20.7,39,56,1017.7,5
2010-09-13,"Sydney",0,24.2,48,22,1012.5,3
2010-09-14,"Sydney",0,18.1,46,86,1011.9,8
2010-09-15,"Sydney",12.8,19.1,46,62,1009.6,1
2010-09-16,"Sydney",0,22.1,72,21,1011.1,2
2010-09-17,"Sydney",0,18.4,46,30,1017.6,5
2010-09-18,"Sydney",0,22.6,35,46,1014,1
2010-09-19,"Sydney",0,18.2,30,67,1019.7,8
2010-09-20,"Sydney",0,19.3,41,62,1022.9,5
2010-09-21,"Sydney",0,22.3,57,75,1022.6,6
2010-09-22,"Sydney",2,21.1,37,58,1020.8,1
2010-09-23,"Sydney",0.2,19.2,31,63,1022.4,7
2010-09-24,"Sydney",0,23.4,37,57,1017.4,0
2010-09-25,"Sydney",0,26.8,33,32,1013.8,8
2010-09-26,"Sydney",0,23.3,39,47,1017.1,2
2010-09-27,"Sydney",0,28.2,69,48,1008.2,6
2010-09-28,"Sydney",0,28.2,41,15,1009,6
2010-09-29,"Sydney",0,17.1,59,41,1017.9,4
2010-09-30,"Sydney",0.8,17.7,31,40,1023.3,3
2010-10-01,"Sydney",0,18.6,37,55,1026.1,8
2010-10-02,"Sydney",0,20.3,54,79,1027.8,8
2010-10-03,"Sydney",10.2,20.2,56,75,1027.8,7
2010-10-04,"Sydney",13.4,21.7,44,66,1023,7
2010-10-05,"Sydney",2.4,22.9,30,63,1020.6,2
2010-10-06,"Sydney",0.2,22.4,31,69,1018.8,7
2010-10-07,"Sydney",0,22.4,59,69,1017.5,7
2010-10-08,"Sydney",0,19.9,35,53,1022.1,1
2010-10-09,"Sydney",0,19.9,31,55,1025.4,8
2010-10-10,"Sydney",0,21.7,46,49,1032.1,4
2010-10-11,"Sydney",0.8,23,61,51,1032.2,7
2010-10-12,"Sydney",2,23.6,57,53,1025.4,2
2010-10-13,"Sydney",0.4,26.2,48,53,1014.9,5
2010-10-14,"Sydney",9.4,27.1,46,46,1008,3
2010-10-15,"Sydney",0,25.2,72,66,989.3,7
2010-10-16,"Sydney",1.8,16.4,93,28,1004,3
2010-10-17,"Sydney",0,24.2,50,27,1011.2,1
2010-10-18,"Sydney",0,25.4,39,25,1015.1,1
2010-10-19,"Sydney",5,18.7,41,57,1026.4,7
2010-10-20,"Sydney",0,21.6,43,56,1025.6,1
2010-10-21,"Sydney",0,23.4,46,57,1022.4,3
2010-10-22,"Sydney",0,25.4,43,50,1017.6,4
2010-10-23,"Sydney",0,30.6,52,68,1014.8,6
2010-10-24,"Sydney",23,16.9,67,79,1020.9,8
2010-10-25,"Sydney",12.8,19,56,73,1018.6,7
2010-10-26,"Sydney",0.2,26.7,37,39,1014.7,5
2010-10-27,"Sydney",0,20,52,84,1015.5,7
2010-10-28,"Sydney",5.2,20.6,33,56,1020.6,3
2010-10-29,"Sydney",0,22.1,35,60,1017.6,8
2010-10-30,"Sydney",0,26.3,65,59,1011.8,6
2010-10-31,"Sydney",0,26.9,65,61,1010,2
2010-11-01,"Sydney",0,18.5,52,82,1012.2,7
2010-11-02,"Sydney",38.6,18,67,69,1013.3,7
2010-11-03,"Sydney",0,22.6,43,52,1016.6,2
2010-11-04,"Sydney",1.4,17.8,56,72,1020.7,7
2010-11-05,"Sydney",36.2,18.2,48,55,1022.5,7
2010-11-06,"Sydney",5.2,18.7,46,84,1022.1,7
2010-11-07,"Sydney",6.4,23.6,41,55,1018,1
2010-11-08,"Sydney",0,27.9,76,44,1014.7,7
2010-11-09,"Sydney",28.4,22.7,41,82,1024.4,7
2010-11-10,"Sydney",0,27.9,52,56,1016.7,6
2010-11-11,"Sydney",11.6,29.6,37,37,1011.8,3
2010-11-12,"Sydney",0,29.2,54,45,1011.5,2
2010-11-13,"Sydney",0,32.3,57,51,1013.1,3
2010-11-14,"Sydney",0,32.5,54,53,1012.4,6
2010-11-15,"Sydney",0.2,21.7,39,96,1012.7,8
2010-11-16,"Sydney",18.6,21.2,41,76,1011.7,3
2010-11-17,"Sydney",0.8,22.1,33,62,1015.8,5
2010-11-18,"Sydney",0,25.3,44,51,1012,6
2010-11-19,"Sydney",0,18.3,74,70,1024.3,7
2010-11-20,"Sydney",0,21.9,35,50,1024.9,1
2010-11-21,"Sydney",0,24.7,43,47,1023,4
2010-11-22,"Sydney",0,25.8,48,50,1024.2,1
2010-11-23,"Sydney",0,26.8,57,44,1024.5,4
2010-11-24,"Sydney",0,26.8,61,52,1021.9,1
2010-11-25,"Sydney",0,28.2,54,47,1017.4,1
2010-11-26,"Sydney",0,25.9,37,61,1015.3,7
2010-11-27,"Sydney",0,28.3,74,51,1011.6,2
2010-11-28,"Sydney",0,25.8,35,51,1010.1,8
2010-11-29,"Sydney",4.6,19.6,56,88,1013.2,7
2010-11-30,"Sydney",4.6,22.2,48,97,1014.8,8
2010-12-01,"Sydney",26.4,21.5,44,82,1015.6,8
2010-12-02,"Sydney",29.6,26.1,50,66,1016.1,7
2010-12-03,"Sydney",0,25.7,48,68,1014.9,5
2010-12-05,"Sydney",0.2,25.3,35,60,1011.1,6
2010-12-06,"Sydney",4,26.6,39,62,1013.6,5
2010-12-07,"Sydney",0.8,27.5,50,60,1015.6,5
2010-12-08,"Sydney",0,27.8,74,65,1012.4,5
2010-12-09,"Sydney",0,32.8,57,51,1007.9,7
2010-12-10,"Sydney",0.6,29.6,50,58,1005.7,7
2010-12-11,"Sydney",0.4,29.2,50,46,1002.9,4
2010-12-12,"Sydney",0,32,52,22,1003.3,3
2010-12-13,"Sydney",0,24.8,48,60,1013.1,1
2010-12-14,"Sydney",0,23.5,37,78,1013.9,7
2010-12-17,"Sydney",4.8,27.7,48,59,1003.6,7
2010-12-18,"Sydney",0,27.2,69,31,999.4,7
2010-12-19,"Sydney",0,28.3,69,36,995,4
2010-12-20,"Sydney",4.8,22.1,76,33,1001,2
2010-12-21,"Sydney",0,28.8,59,20,1008.1,1
2010-12-22,"Sydney",0,23.8,44,76,1018,7
2010-12-23,"Sydney",0,31.3,61,39,1016.2,7
2010-12-24,"Sydney",0,23.4,50,42,1024.1,1
2010-12-25,"Sydney",0,28.1,54,52,1011.4,1
2010-12-26,"Sydney",0.4,32.2,80,48,1001.4,4
2010-12-27,"Sydney",31,20,61,83,1006.3,8
2010-12-28,"Sydney",2.6,22.8,44,48,1019.2,7
2010-12-29,"Sydney",0,27.7,52,48,1014.8,1
2010-12-30,"Sydney",0,27,39,54,1015.6,1
2010-12-31,"Sydney",0,29.5,57,53,1013.9,1
2011-01-01,"Sydney",0,33.3,56,45,1009.9,1
2011-01-02,"Sydney",0,25.4,61,83,1011.3,5
2011-01-03,"Sydney",2.4,21.2,52,88,1013.6,8
2011-01-04,"Sydney",3,21.4,48,65,1011.8,7
2011-01-05,"Sydney",0,23.9,39,53,1006,6
2011-01-06,"Sydney",0,23.3,44,75,1011.4,6
2011-01-08,"Sydney",5.6,27.8,46,53,1012.3,3
2011-01-09,"Sydney",11.4,27.7,41,62,1014.6,6
2011-01-10,"Sydney",5,26.9,48,60,1015,7
2011-01-11,"Sydney",3.4,26.8,59,70,1012.1,7
2011-01-12,"Sydney",1.8,29.2,65,65,1011.6,7
2011-01-13,"Sydney",0,27.4,48,79,1013.9,7
2011-01-14,"Sydney",0,29.9,65,50,1009.2,5
2011-01-15,"Sydney",0.2,30.5,41,60,1007,7
2011-01-16,"Sydney",0,28.8,35,69,1007.5,1
2011-01-17,"Sydney",0,29.9,57,85,1001.8,7
2011-01-18,"Sydney",0,25.8,37,59,1007.6,6
2011-01-19,"Sydney",0.4,25.6,46,70,1009.7,7
2011-01-20,"Sydney",0,27.9,46,52,1013.6,2
2011-01-21,"Sydney",2.2,29.1,48,46,1013,3
2011-01-22,"Sydney",0,30,39,35,1015.1,3
2011-01-23,"Sydney",0,30.1,61,42,1008.7,2
2011-01-24,"Sydney",0,36.7,72,30,1001.2,7
2011-01-25,"Sydney",0,29.6,56,58,1006.8,4
2011-01-26,"Sydney",0,31.4,59,85,1010.2,4
2011-01-29,"Sydney",0,26,44,45,1021.4,2
2011-01-30,"Sydney",0,30.5,54,44,1015.9,0
2011-01-31,"Sydney",0,35.6,44,32,1011.4,0
2011-02-01,"Sydney",0,40.8,44,29,1006.2,1
2011-02-02,"Sydney",0,32,44,61,1012.7,1
2011-02-03,"Sydney",0,36.7,61,66,1010.1,6
2011-02-04,"Sydney",0,33.2,48,61,1010.9,3
2011-02-05,"Sydney",0,42.2,59,19,1006.2,1
2011-02-06,"Sydney",0,35,83,84,1016,7
2011-02-07,"Sydney",0.6,21.8,46,60,1021.1,8
2011-02-08,"Sydney",0,24.8,30,50,1019,7
2011-02-09,"Sydney",0.8,25.4,41,59,1023.6,7
2011-02-10,"Sydney",0,27,46,58,1020.3,4
2011-02-11,"Sydney",0,33.9,54,39,1011,6
2011-02-12,"Sydney",1,22.5,61,77,1016.7,8
2011-02-13,"Sydney",10.4,22.3,59,88,1018.8,8
2011-02-14,"Sydney",0,23.8,46,54,1023.7,8
2011-02-15,"Sydney",0.6,25.5,35,52,1022.3,6
2011-02-16,"Sydney",0,27.6,35,56,1016.3,7
2011-02-17,"Sydney",0,30.2,41,59,1011.1,5
2011-02-18,"Sydney",0,26.1,52,79,1014.3,4
2011-02-19,"Sydney",0,32.5,48,56,1006.1,7
2011-02-20,"Sydney",0,32.1,33,69,1006.1,7
2011-02-21,"Sydney",0.2,25.1,61,60,1012.9,6
2011-02-22,"Sydney",0,20.6,56,68,1022.9,7
2011-02-23,"Sydney",0.4,23.5,41,56,1021.8,5
2011-02-24,"Sydney",0,27.7,41,42,1015.8,1
2011-02-25,"Sydney",0,29.5,35,39,1012.2,6
2011-02-27,"Sydney",0,32.2,50,44,1007.3,7
2011-02-28,"Sydney",0.4,29,44,58,1007.8,6
2011-03-01,"Sydney",0.6,34.4,63,37,1003.1,7
2011-03-02,"Sydney",0,22.9,43,57,1015.2,8
2011-03-03,"Sydney",0,31.7,46,34,1007.5,6
2011-03-04,"Sydney",0,28.1,52,54,1009.7,2
2011-03-05,"Sydney",0.8,21.9,50,50,1023.9,7
2011-03-06,"Sydney",0.2,22.4,41,43,1026.8,7
2011-03-07,"Sydney",0,24.8,39,48,1022.3,2
2011-03-08,"Sydney",0,28.1,54,47,1015.6,1
2011-03-09,"Sydney",0,32.1,31,32,1013.2,7
2011-03-10,"Sydney",0,29.2,57,55,1012,7
2011-03-11,"Sydney",0,25.7,33,82,1015.8,7
2011-03-12,"Sydney",1.6,28.2,37,59,1019.1,3
2011-03-13,"Sydney",0,29.8,50,53,1018.1,1
2011-03-14,"Sydney",0,27.2,67,86,1021,8
2011-03-15,"Sydney",0.2,23.4,37,73,1018.5,5
2011-03-16,"Sydney",0.4,26.2,44,78,1017.1,6
2011-03-17,"Sydney",1.2,24.4,41,82,1017.5,4
2011-03-18,"Sydney",0.6,23.6,48,70,1014.5,7
2011-03-19,"Sydney",14.4,23.4,50,91,1012.6,8
2011-03-20,"Sydney",106,24.9,54,71,1010.6,6
2011-03-21,"Sydney",18.6,26.8,52,78,1003.5,7
2011-03-22,"Sydney",17.6,29.7,30,63,999.3,4
2011-03-24,"Sydney",0,28,61,31,1003.2,5
2011-03-25,"Sydney",0,25.5,50,52,1008.9,6
2011-03-26,"Sydney",0,19.9,61,68,1020.2,7
2011-03-27,"Sydney",1.8,20.3,52,85,1024.8,7
2011-03-28,"Sydney",5.2,23.1,30,73,1025.9,6
2011-03-29,"Sydney",6.2,26.7,44,49,1022.3,4
2011-03-30,"Sydney",0,28.8,43,45,1016.2,7
2011-03-31,"Sydney",1.6,21.2,48,74,1023.2,7
2011-05-01,"Sydney",1,20.5,41,68,1016,7
2011-05-02,"Sydney",0,19.8,35,70,1014.9,8
2011-05-03,"Sydney",0.2,18.5,50,69,1013.9,7
2011-05-04,"Sydney",0.4,19.3,48,61,1015.8,4
2011-05-05,"Sydney",0,17.6,56,62,1021.6,7
2011-05-06,"Sydney",0,17.5,43,58,1020.6,7
2011-05-07,"Sydney",0,21.3,31,36,1015.4,5
2011-05-08,"Sydney",0,21.8,37,30,1010.5,3
2011-05-09,"Sydney",0,16.4,63,70,1014,6
2011-05-10,"Sydney",3.6,16.4,50,54,1013.4,1
2011-05-11,"Sydney",0,17.1,59,34,1006.6,5
2011-05-12,"Sydney",0,17,46,28,1009.5,1
2011-05-13,"Sydney",0,21.4,56,31,1008.1,3
2011-05-14,"Sydney",0,16.1,61,30,1017.8,6
2011-05-15,"Sydney",0,19.4,33,29,1027,1
2011-05-16,"Sydney",0,19.3,30,34,1026.2,0
2011-05-17,"Sydney",0,17.5,33,67,1028.3,3
2011-05-18,"Sydney",0,19.4,20,58,1029.6,2
2011-05-19,"Sydney",1.2,21.6,30,64,1028.1,5
2011-05-20,"Sydney",0,22.7,24,57,1024.3,2
2011-05-21,"Sydney",0,24.1,26,49,1021.3,1
2011-05-22,"Sydney",0,23,35,48,1015.4,7
2011-05-23,"Sydney",0.8,24.2,59,28,1001.3,3
2011-05-24,"Sydney",0,18.8,44,92,1005.4,8
2011-05-25,"Sydney",8.8,14.3,83,79,1011.5,7
2011-05-26,"Sydney",9.2,17.2,46,65,1015.4,2
2011-05-27,"Sydney",0,17.6,41,64,1018,6
2011-05-28,"Sydney",0,16.8,54,72,1022.7,7
2011-05-29,"Sydney",0,16.4,46,78,1022.2,7
2011-05-30,"Sydney",22.4,18.8,63,92,1018.7,8
2011-05-31,"Sydney",49.6,20,65,61,1019.8,8
2011-06-01,"Sydney",7.8,19.9,56,68,1025,7
2011-06-02,"Sydney",0.6,19,43,82,1023,5
2011-06-03,"Sydney",0,20.6,28,46,1014.7,5
2011-06-04,"Sydney",0,19.7,41,61,1013.8,8
2011-06-05,"Sydney",0.8,18.2,37,38,1013,3
2011-06-06,"Sydney",0,17.5,54,67,1016.3,6
2011-06-07,"Sydney",0,15.3,48,35,1013.4,5
2011-06-08,"Sydney",0,14.3,69,32,1013.2,1
2011-06-09,"Sydney",0,17.2,52,39,1011.3,3
2011-06-10,"Sydney",0,15.6,63,79,1017.1,7
2011-06-11,"Sydney",5.6,15.7,63,91,1024.6,7
2011-06-12,"Sydney",10.4,15.5,67,72,1023.1,7
2011-06-13,"Sydney",5.8,16.9,56,79,1021.3,7
2011-06-14,"Sydney",2.2,17.3,70,71,1020,7
2011-06-15,"Sydney",6.6,18,69,61,1021.8,7
2011-06-16,"Sydney",4.8,16.6,52,74,1017,7
2011-06-17,"Sydney",0,19.1,74,39,1005.9,2
2011-06-18,"Sydney",0,18,52,40,1009.8,1
2011-06-19,"Sydney",0,18.8,35,40,1014,1
2011-06-20,"Sydney",0,20.3,41,34,1011.7,1
2011-06-21,"Sydney",0,21.6,83,41,1001.3,7
2011-06-22,"Sydney",0,16.4,57,32,1010.7,3
2011-06-23,"Sydney",0,19.5,50,40,1017.4,1
2011-06-24,"Sydney",0,18.7,30,40,1024.7,1
2011-06-25,"Sydney",0,19.4,20,49,1027.9,4
2011-06-26,"Sydney",0,20.5,31,31,1023.1,3
2011-06-27,"Sydney",0,18.1,35,71,1027.5,2
2011-06-28,"Sydney",0,16.9,50,67,1032.9,5
2011-06-29,"Sydney",1.4,18,44,90,1036,7
2011-06-30,"Sydney",2,16.8,39,51,1035.1,7
2011-07-01,"Sydney",2.2,15.5,44,72,1028.2,6
2011-07-02,"Sydney",4.6,19,26,54,1022.5,2
2011-07-03,"Sydney",0,20.8,41,39,1017.1,1
2011-07-04,"Sydney",0,21.2,56,46,1009.8,5
2011-07-05,"Sydney",0,17.9,74,26,1005,1
2011-07-06,"Sydney",0,18.3,69,28,1007.5,2
2011-07-07,"Sydney",0,17,76,31,1013.9,3
2011-07-08,"Sydney",0,18,57,29,1018.1,0
2011-07-09,"Sydney",0,17,54,34,1015.8,1
2011-07-10,"Sydney",0,17.2,70,25,1010.1,1
2011-07-11,"Sydney",0,17.3,41,31,1018.2,1
2011-07-12,"Sydney",0,19.1,52,26,1017.7,1
2011-07-13,"Sydney",0,13.6,48,47,1016.8,7
2011-07-14,"Sydney",0,13.4,48,48,1027.5,2
2011-07-15,"Sydney",0.6,12.8,50,83,1032.5,7
2011-07-16,"Sydney",4.6,16.4,31,57,1027.8,7
2011-07-17,"Sydney",1.8,16.5,24,72,1021.5,6
2011-07-18,"Sydney",0,19.3,39,46,1015,5
2011-07-19,"Sydney",0,15.2,69,71,1011.7,7
2011-07-20,"Sydney",60.2,16.8,85,80,1013.5,7
2011-07-21,"Sydney",36.8,14.4,63,97,1014.3,8
2011-07-22,"Sydney",91,14.1,72,99,1017.9,7
2011-07-23,"Sydney",47.4,13.9,54,74,1019.2,6
2011-07-24,"Sydney",1,14.7,28,51,1017.8,8
2011-07-25,"Sydney",0,18.6,46,46,1014.7,4
2011-07-26,"Sydney",0.2,18.7,41,32,1018.7,5
2011-07-29,"Sydney",0,19.9,26,28,1023.5,1
2011-07-30,"Sydney",0,20.7,30,29,1020.4,3
2011-07-31,"Sydney",0,20.4,28,58,1019.4,6
2011-08-01,"Sydney",0,21.9,30,38,1019.1,3
2011-08-02,"Sydney",0,22.5,31,29,1020.7,3
2011-08-03,"Sydney",0,25.9,22,27,1021.3,1
2011-08-04,"Sydney",0,25.4,35,40,1023.8,1
2011-08-05,"Sydney",0,25.2,46,24,1021.5,1
2011-08-06,"Sydney",0,24.5,35,35,1016.4,6
2011-08-07,"Sydney",0.2,20.5,37,65,1012.7,7
2011-08-08,"Sydney",3,17.4,41,47,1007.8,6
2011-08-09,"Sydney",0,16.9,33,47,1005.8,5
2011-08-10,"Sydney",0,19.1,48,28,1004.3,3
2011-08-11,"Sydney",0,16.2,33,55,1008.4,6
2011-08-12,"Sydney",9,15.2,50,91,1018.8,7
2011-08-13,"Sydney",1.6,18.4,28,54,1022.3,8
2011-08-14,"Sydney",3.2,15.3,41,78,1024,7
2011-08-15,"Sydney",0.2,17.1,22,64,1022.8,7
2011-08-16,"Sydney",0,17.9,26,57,1018.7,3
2011-08-17,"Sydney",4,17.7,63,78,1014,8
2011-08-18,"Sydney",6.4,18.4,56,30,1008.8,3
2011-08-19,"Sydney",0.6,17.2,81,76,1016.1,8
2011-08-20,"Sydney",11.8,18.4,61,50,1028.9,2
2011-08-21,"Sydney",0,17.7,54,61,1035,7
2011-08-22,"Sydney",0,17.5,37,52,1037,5
2011-08-23,"Sydney",0.2,16.8,41,73,1031.9,5
2011-08-24,"Sydney",0.6,19.9,31,50,1026.4,1
2011-08-25,"Sydney",0,21.6,33,54,1020.4,0
2011-08-26,"Sydney",0,19.4,33,63,1022.8,1
2011-08-27,"Sydney",0,20.1,46,70,1017.8,5
2011-08-28,"Sydney",0,19.6,46,58,1016.8,2
2011-08-29,"Sydney",0,21.9,41,30,1015.2,8
2011-08-30,"Sydney",0,17.4,44,65,1021.2,5
2011-08-31,"Sydney",0,18.8,26,62,1021.3,3
2011-09-01,"Sydney",0,19.1,31,61,1022.7,5
2011-09-02,"Sydney",0,16.8,41,56,1029,7
2011-09-03,"Sydney",0,20.7,44,46,1027,1
2011-09-04,"Sydney",0,21.7,43,52,1023.8,4
2011-09-05,"Sydney",0,22.6,41,48,1023.1,2
2011-09-06,"Sydney",0,27,57,33,1014,6
2011-09-07,"Sydney",1,18.1,48,36,1017.7,3
2011-09-08,"Sydney",0,17.8,31,57,1017.7,7
2011-09-09,"Sydney",2.8,12.9,48,80,1006.6,7
2011-09-10,"Sydney",2.2,17,67,35,1008.6,7
2011-09-11,"Sydney",0,19.4,59,31,1011.5,2
2011-09-12,"Sydney",0.2,17.2,48,45,1022.8,1
2011-09-13,"Sydney",0,23.6,39,29,1019.7,3
2011-09-14,"Sydney",0,27.2,54,12,1016.9,1
2011-09-15,"Sydney",0,20,37,57,1018.2,1
2011-09-16,"Sydney",0,24.6,33,37,1012.3,5
2011-09-17,"Sydney",0,23.9,35,60,1013.1,5
